id,subj,numb,require,first_crse,today_crse,use,date,duration,progress,class,campus,internet,first,today,spend,num_crse_reported_pay,num_crse_reported,num_crse_details_pay,num_crse_details,num_crse_pay,num_crse,spend_per_crse_pay,spend_per_crse,pct_crse_pay,campus_bryan,campus_dist,campus_ftw,campus_steph,campus_waco,electronics_desktop,electronics_laptop,electronics_smartphone,electronics_tablet,sources_campus_bookstore,sources_different_edition,sources_from_instructor,sources_online,sources_other,sources_sharing_/_borrowing,why_cost,why_course_changes,why_delayed_order,why_didn't_know_what_materials_are_required,why_didn't_think_i_would_need_them_on_the_first_day,why_other_(please_specify),why_waiting_for_scholarships/financial_aid
r_123wttsvc5a5i8q,pbhl,2320,2_yes_required,0_none_first,3_all_today,1_occasionally_use,2024-01-24 11:21:29,332,100,3_jr,steph,1_yes_internet,0_none_first,3_all_today,300,4,4,4,4,4,4,75,75,100,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,True,True,True,False,True
r_123wttsvc5a5i8q,pbhl,1310,2_yes_required,0_none_first,3_all_today,2_often_use,2024-01-24 11:21:29,332,100,3_jr,steph,1_yes_internet,0_none_first,3_all_today,300,4,4,4,4,4,4,75,75,100,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,True,True,True,False,True
r_123wttsvc5a5i8q,pbhl,2310,2_yes_required,0_none_first,3_all_today,1_occasionally_use,2024-01-24 11:21:29,332,100,3_jr,steph,1_yes_internet,0_none_first,3_all_today,300,4,4,4,4,4,4,75,75,100,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,True,True,True,False,True
r_12pnjhanym5w0sj,geol,,0_no_required,,,,2024-01-24 09:25:50,240,100,1_fr,steph,1_yes_internet,1_some_first,3_all_today,204,3,5,2,5,3,5,68,41,60,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False
r_12pnjhanym5w0sj,hist,,0_no_required,,,,2024-01-24 09:25:50,240,100,1_fr,steph,1_yes_internet,1_some_first,3_all_today,204,3,5,2,5,3,5,68,41,60,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False
r_12pnjhanym5w0sj,geog,,0_no_required,,,,2024-01-24 09:25:50,240,100,1_fr,steph,1_yes_internet,1_some_first,3_all_today,204,3,5,2,5,3,5,68,41,60,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False
r_12pnjhanym5w0sj,phil,,2_yes_required,1_some_first,3_all_today,2_often_use,2024-01-24 09:25:50,240,100,1_fr,steph,1_yes_internet,1_some_first,3_all_today,204,3,5,2,5,3,5,68,41,60,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False
r_12pnjhanym5w0sj,acct,,2_yes_required,3_all_first,3_all_today,2_often_use,2024-01-24 09:25:50,240,100,1_fr,steph,1_yes_internet,1_some_first,3_all_today,204,3,5,2,5,3,5,68,41,60,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False
r_12sg7giqloffbwr,chem,,2_yes_required,1_some_first,2_most_today,2_often_use,2024-01-26 18:08:13,325,100,4_sr,steph,1_yes_internet,1_some_first,2_most_today,296,2,4,2,4,2,4,148,74,50,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True
r_12sg7giqloffbwr,agri,,1_free_required,,,,2024-01-26 18:08:13,325,100,4_sr,steph,1_yes_internet,1_some_first,2_most_today,296,2,4,2,4,2,4,148,74,50,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True
r_12sg7giqloffbwr,biol,,2_yes_required,1_some_first,2_most_today,1_occasionally_use,2024-01-26 18:08:13,325,100,4_sr,steph,1_yes_internet,1_some_first,2_most_today,296,2,4,2,4,2,4,148,74,50,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True
r_12sg7giqloffbwr,agri,,1_free_required,,,,2024-01-26 18:08:13,325,100,4_sr,steph,1_yes_internet,1_some_first,2_most_today,296,2,4,2,4,2,4,148,74,50,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True
r_13dqocmwk9wadak,math,2229,2_yes_required,1_some_first,3_all_today,2_often_use,2024-01-24 13:50:40,723,100,1_fr,steph,1_yes_internet,0_none_first,1_some_today,271,3,6,3,6,3,6,90,45,50,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False
r_13dqocmwk9wadak,engt,1047,2_yes_required,0_none_first,0_none_today,2_often_use,2024-01-24 13:50:40,723,100,1_fr,steph,1_yes_internet,0_none_first,1_some_today,271,3,6,3,6,3,6,90,45,50,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False
r_13dqocmwk9wadak,engl,2480,0_no_required,,,,2024-01-24 13:50:40,723,100,1_fr,steph,1_yes_internet,0_none_first,1_some_today,271,3,6,3,6,3,6,90,45,50,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False
r_13dqocmwk9wadak,aest,1787,0_no_required,,,,2024-01-24 13:50:40,723,100,1_fr,steph,1_yes_internet,0_none_first,1_some_today,271,3,6,3,6,3,6,90,45,50,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False
r_13dqocmwk9wadak,engt,2642,1_free_required,,,,2024-01-24 13:50:40,723,100,1_fr,steph,1_yes_internet,0_none_first,1_some_today,271,3,6,3,6,3,6,90,45,50,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False
r_13dqocmwk9wadak,hist,2466,2_yes_required,0_none_first,0_none_today,2_often_use,2024-01-24 13:50:40,723,100,1_fr,steph,1_yes_internet,0_none_first,1_some_today,271,3,6,3,6,3,6,90,45,50,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False
r_14irv72f2apnqdy,educ,5302,2_yes_required,2_most_first,3_all_today,1_occasionally_use,2024-01-23 17:16:51,198,100,5_gr,dist,1_yes_internet,2_most_first,3_all_today,74,1,1,1,1,1,1,74,74,100,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
r_14wss4plrmepdtj,mgmt,,0_no_required,,,,2024-01-24 18:53:29,256,100,5_gr,dist,1_yes_internet,0_none_first,3_all_today,456,4,4,1,4,4,4,114,114,100,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
r_14wss4plrmepdtj,busi,,0_no_required,,,,2024-01-24 18:53:29,256,100,5_gr,dist,1_yes_internet,0_none_first,3_all_today,456,4,4,1,4,4,4,114,114,100,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
r_14wss4plrmepdtj,busi,,0_no_required,,,,2024-01-24 18:53:29,256,100,5_gr,dist,1_yes_internet,0_none_first,3_all_today,456,4,4,1,4,4,4,114,114,100,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
r_14wss4plrmepdtj,acct,,2_yes_required,0_none_first,3_all_today,2_often_use,2024-01-24 18:53:29,256,100,5_gr,dist,1_yes_internet,0_none_first,3_all_today,456,4,4,1,4,4,4,114,114,100,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
r_151qlg5cieimnaz,educ,,2_yes_required,0_none_first,3_all_today,2_often_use,2024-01-28 16:44:54,627,100,5_gr,ftw,1_yes_internet,0_none_first,1_some_today,161,2,2,2,2,2,2,80,80,100,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True
r_151qlg5cieimnaz,educ,,2_yes_required,0_none_first,0_none_today,1_occasionally_use,2024-01-28 16:44:54,627,100,5_gr,ftw,1_yes_internet,0_none_first,1_some_today,161,2,2,2,2,2,2,80,80,100,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True
r_15ryn2bpmatqhwi,kine,,2_yes_required,2_most_first,2_most_today,2_often_use,2024-01-27 10:05:44,244,100,3_jr,steph,1_yes_internet,2_most_first,2_most_today,113,2,2,2,2,2,2,56,56,100,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
r_15ryn2bpmatqhwi,kine,4395,2_yes_required,2_most_first,2_most_today,2_often_use,2024-01-27 10:05:44,244,100,3_jr,steph,1_yes_internet,2_most_first,2_most_today,113,2,2,2,2,2,2,56,56,100,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
r_15sd38alv04elaf,crij,,0_no_required,,,,2024-01-24 12:40:00,442,100,3_jr,dist,1_yes_internet,2_most_first,3_all_today,334,3,4,3,4,3,4,111,84,75,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
r_15sd38alv04elaf,crij,,2_yes_required,2_most_first,3_all_today,2_often_use,2024-01-24 12:40:00,442,100,3_jr,dist,1_yes_internet,2_most_first,3_all_today,334,3,4,3,4,3,4,111,84,75,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
r_15sd38alv04elaf,crij,,2_yes_required,3_all_first,3_all_today,2_often_use,2024-01-24 12:40:00,442,100,3_jr,dist,1_yes_internet,2_most_first,3_all_today,334,3,4,3,4,3,4,111,84,75,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
r_15sd38alv04elaf,crij,,2_yes_required,3_all_first,3_all_today,1_occasionally_use,2024-01-24 12:40:00,442,100,3_jr,dist,1_yes_internet,2_most_first,3_all_today,334,3,4,3,4,3,4,111,84,75,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
r_165xxkn0irt1nbh,chfs,3200,2_yes_required,3_all_first,3_all_today,2_often_use,2024-01-24 23:30:02,359,100,4_sr,ftw,1_yes_internet,3_all_first,3_all_today,64,1,2,2,2,2,2,32,32,100,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
r_165xxkn0irt1nbh,chfs,,2_yes_required,3_all_first,3_all_today,2_often_use,2024-01-24 23:30:02,359,100,4_sr,ftw,1_yes_internet,3_all_first,3_all_today,64,1,2,2,2,2,2,32,32,100,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
r_16ezxbg8onvaj1c,socw,,2_yes_required,3_all_first,3_all_today,2_often_use,2024-01-31 11:45:27,175,48,4_sr,waco,1_yes_internet,2_most_first,3_all_today,300,4,5,1,2,4,5,75,60,80,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
r_16ezxbg8onvaj1c,psyc,,1_free_required,,,,2024-01-31 11:45:27,175,48,4_sr,waco,1_yes_internet,2_most_first,3_all_today,300,4,5,1,2,4,5,75,60,80,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
r_16zojtao22wxm0x,mktg,,0_no_required,,,,2024-01-25 13:47:55,396,100,2_so,steph,1_yes_internet,2_most_first,3_all_today,450,4,7,3,7,4,7,112,64,57,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_16zojtao22wxm0x,busi,,1_free_required,,,,2024-01-25 13:47:55,396,100,2_so,steph,1_yes_internet,2_most_first,3_all_today,450,4,7,3,7,4,7,112,64,57,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_16zojtao22wxm0x,econ,,2_yes_required,2_most_first,3_all_today,2_often_use,2024-01-25 13:47:55,396,100,2_so,steph,1_yes_internet,2_most_first,3_all_today,450,4,7,3,7,4,7,112,64,57,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_16zojtao22wxm0x,mktg,,2_yes_required,0_none_first,3_all_today,2_often_use,2024-01-25 13:47:55,396,100,2_so,steph,1_yes_internet,2_most_first,3_all_today,450,4,7,3,7,4,7,112,64,57,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_16zojtao22wxm0x,musi,,1_free_required,,,,2024-01-25 13:47:55,396,100,2_so,steph,1_yes_internet,2_most_first,3_all_today,450,4,7,3,7,4,7,112,64,57,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_16zojtao22wxm0x,mgmt,,1_free_required,,,,2024-01-25 13:47:55,396,100,2_so,steph,1_yes_internet,2_most_first,3_all_today,450,4,7,3,7,4,7,112,64,57,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_16zojtao22wxm0x,acct,,2_yes_required,0_none_first,3_all_today,2_often_use,2024-01-25 13:47:55,396,100,2_so,steph,1_yes_internet,2_most_first,3_all_today,450,4,7,3,7,4,7,112,64,57,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r_17eatysevll6mue,biol,,2_yes_required,1_some_first,3_all_today,1_occasionally_use,2024-01-31 12:19:08,235,100,3_jr,bryan,1_yes_internet,1_some_first,2_most_today,322,4,4,4,4,4,4,80,80,100,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
r_17eatysevll6mue,kine,,2_yes_required,2_most_first,2_most_today,1_occasionally_use,2024-01-31 12:19:08,235,100,3_jr,bryan,1_yes_internet,1_some_first,2_most_today,322,4,4,4,4,4,4,80,80,100,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
r_17eatysevll6mue,kine,,2_yes_required,1_some_first,1_some_today,0_never_use,2024-01-31 12:19:08,235,100,3_jr,bryan,1_yes_internet,1_some_first,2_most_today,322,4,4,4,4,4,4,80,80,100,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
r_17eatysevll6mue,kine,,2_yes_required,1_some_first,2_most_today,0_never_use,2024-01-31 12:19:08,235,100,3_jr,bryan,1_yes_internet,1_some_first,2_most_today,322,4,4,4,4,4,4,80,80,100,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
r_17sbrimvhybew6q,mgmt,,2_yes_required,0_none_first,3_all_today,1_occasionally_use,2024-01-31 11:28:36,91,48,3_jr,steph,1_yes_internet,0_none_first,3_all_today,300,6,6,1,1,6,6,50,50,100,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
r_196vszuxjdcm7dm,acct,,2_yes_required,2_most_first,3_all_today,2_often_use,2024-01-27 11:19:29,234,100,3_jr,waco,0_no_internet,1_some_first,3_all_today,217,3,3,3,3,3,3,72,72,100,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
r_196vszuxjdcm7dm,mktg,,2_yes_required,3_all_first,3_all_today,2_often_use,2024-01-27 11:19:29,234,100,3_jr,waco,0_no_internet,1_some_first,3_all_today,217,3,3,3,3,3,3,72,72,100,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
